customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.daily,account.Charges.Total
2434-EEVDB,0,Female,0,1,0,64,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,1,Credit card (automatic),94.6,3.1533333333333333,5948.7
2436-QBZFP,0,Female,0,1,1,22,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,39.2,1.3066666666666669,849.9
2439-LYPMQ,0,Male,1,1,0,38,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.6,3.42,4009.2
2439-QKJUL,0,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,0.675,109.8
2446-BEGGB,1,Female,1,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.25,3.275,560.6
2446-PLQVO,1,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,2.3433333333333333,70.3
2446-ZKVAF,0,Male,0,1,0,18,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),56.8,1.8933333333333333,1074.65
2450-ZKEED,0,Female,0,0,0,11,1,No,DSL,No,No,Yes,Yes,No,No,One year,0,Bank transfer (automatic),53.8,1.7933333333333332,651.55
2451-YMUXS,0,Male,1,0,0,67,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),64.55,2.1516666666666664,4250.1
2452-KDRRH,0,Male,1,0,0,67,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.4,3.3800000000000003,6841.05
2452-MRMZF,0,Female,1,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,0.8566666666666667,1937.4
2452-SNHFZ,0,Female,0,0,0,47,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),75.45,2.515,3545.1
2453-SAFNS,0,Female,1,0,0,54,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,0,Mailed check,72.1,2.4033333333333333,3886.05
2454-RPBRZ,1,Female,1,1,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,98.1,3.27,1060.2
2455-USLMV,0,Female,0,0,0,31,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.75,2.825,2613.4
2458-EOMRE,0,Female,0,0,0,11,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),64.05,2.135,733.95
2460-FPSYH,1,Female,1,0,0,40,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,55.8,1.8599999999999999,2109.35
2460-NGXBJ,0,Male,1,1,1,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.2,2.506666666666667,775.3
2462-XIIJB,1,Male,0,0,0,5,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,92.5,3.0833333333333335,452.7
2465-BLLEU,0,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.75,0.6583333333333333,19.75
2466-FCCPT,0,Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.7,0.6566666666666666,395.6
2466-NEJOJ,0,Male,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.65,0.6549999999999999,169.75
2468-SJFLM,0,Male,0,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,74.3,2.4766666666666666,74.3
2469-DTSGX,0,Female,1,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,111.65,3.7216666666666667,7943.45
2472-OVKUP,1,Male,0,1,0,6,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,91.0,3.033333333333333,531.0
2474-BRUCM,1,Male,1,1,0,40,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,101.85,3.395,4086.3
2474-LCNUE,0,Female,0,1,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),73.65,2.455,1642.75
2475-MROZF,0,Male,0,0,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),95.0,3.1666666666666665,2852.4
2476-YGEFM,0,Female,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),76.0,2.533333333333333,2215.25
2478-EEWWM,0,Male,0,1,0,59,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.3,1.4766666666666666,2666.75
2479-BRAMR,1,Male,1,1,0,41,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),83.75,2.7916666666666665,3273.55
2480-EJWYP,0,Female,1,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),97.8,3.26,5458.8
2480-JZOSN,0,Female,0,1,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.65,0.6883333333333332,20.65
2480-SQIOB,0,Male,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.8,1.4933333333333332,169.65
2481-SBOYW,0,Female,0,0,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.0,0.8333333333333334,1498.35
2482-CZGBB,1,Male,0,0,0,10,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,2.3333333333333335,740.0
2483-XSSMZ,0,Female,0,0,0,39,1,No,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,47.85,1.595,1886.4
2484-DGXPZ,1,Female,0,1,1,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,0.6516666666666667,658.95
2485-ITVKB,1,Female,0,1,0,2,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.1,1.1700000000000002,68.75
2486-WYVVE,0,Male,0,1,0,31,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,79.3,2.643333333333333,2484.0
2495-INZWQ,1,Male,0,0,0,4,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.55,1.4849999999999999,174.3
2495-KZNFB,0,Female,0,0,0,33,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,90.65,3.021666666666667,2989.6
2495-TTHBQ,0,Female,0,0,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.4,0.6799999999999999,84.75
2498-XLDZR,0,Female,0,1,1,32,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,73.6,2.453333333333333,2316.85
2499-AJYUA,0,Female,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.8,3.6933333333333334,7882.25
2501-XWWTZ,0,Male,0,0,0,11,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.2,2.3400000000000003,760.05
2504-DSHIH,0,Male,1,1,0,23,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.8,2.893333333333333,1975.85
2506-CLAKW,1,Female,0,0,0,6,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),98.15,3.271666666666667,567.45
2506-TNFCO,1,Female,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,2.3183333333333334,69.55
2507-QZPQS,0,Male,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,95.7,3.19,1451.1
2508-QJJFP,0,Male,0,0,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.55,0.685,1013.05
2509-TFPJU,0,Male,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.75,0.8583333333333333,1864.2
2511-ALLCS,0,Female,0,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.3,0.81,821.6
2511-MORQY,0,Male,0,1,1,50,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),54.9,1.8299999999999998,2614.1
2514-GINMM,1,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.5,2.65,79.5
2516-VQRRV,1,Female,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.45,2.515,158.4
2516-XSJKX,0,Female,0,1,1,41,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,78.45,2.615,3126.45
2519-ERQOJ,0,Male,1,0,0,33,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,54.6,1.82,1803.7
2519-FAKOD,1,Male,0,0,1,38,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.25,3.308333333333333,3777.15
2519-LBNQL,0,Male,1,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.35,3.478333333333333,6339.45
2519-TWKFS,0,Male,0,1,1,25,1,Yes,DSL,No,No,No,Yes,No,No,One year,1,Mailed check,55.1,1.8366666666666667,1466.1
2521-NPUZR,0,Male,0,1,0,70,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),101.0,3.3666666666666667,7085.5
2522-AHJXR,0,Male,0,1,0,60,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.45,3.6483333333333334,6572.85
2522-WLNSF,0,Female,1,1,0,34,1,No,DSL,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),64.2,2.14,2106.3
2523-EWWZL,0,Female,0,1,0,27,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,76.1,2.5366666666666666,2093.4
2525-GVKQU,0,Female,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,0.6866666666666668,1093.0
2528-HFYZX,1,Male,1,1,0,17,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,76.45,2.5483333333333333,1233.4
2530-ENDWQ,1,Female,0,1,0,71,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),93.7,3.1233333333333335,6585.35
2530-FMFXO,0,Male,0,1,1,56,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,103.2,3.44,5873.75
2533-QVMSK,1,Male,0,1,0,61,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Electronic check,94.1,3.1366666666666663,5638.3
2533-TIBIX,0,Male,0,1,1,15,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),30.2,1.0066666666666666,469.65
2535-PBCGC,0,Female,0,1,0,70,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.55,2.1516666666666664,4504.9
2538-OIMXF,0,Female,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.7,0.8233333333333334,24.7
2541-YGPKE,0,Male,0,1,1,42,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,0,Credit card (automatic),63.7,2.1233333333333335,2763.35
2542-HYGIQ,0,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.95,0.6649999999999999,19.95
2545-EBUPK,0,Female,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.05,2.8016666666666667,186.05
2545-LXYVJ,0,Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.7,0.69,1492.1
2546-KZAAT,0,Male,0,1,0,52,1,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Mailed check,75.4,2.5133333333333336,3865.45
2550-AEVRU,0,Female,0,1,1,57,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,53.45,1.7816666666666667,3053.0
2550-QHZGP,0,Male,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,0.65,128.6
2550-ZQZPP,0,Male,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,2.5133333333333336,533.05
2558-BUOZZ,0,Male,0,0,0,47,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.8,3.1599999999999997,4535.85
2560-PPCHE,0,Female,0,0,0,65,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.05,3.5016666666666665,6744.25
2560-QTSBS,0,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),23.3,0.7766666666666667,1623.15
2560-WBWXF,0,Male,0,0,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.15,0.8049999999999999,1498.85
2565-JSLRY,1,Male,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.05,0.8016666666666666,24.05
2568-BRGYX,1,Male,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,2.3400000000000003,237.95
2568-OIADY,1,Female,0,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,3.316666666666667,3762.0
2569-WGERO,0,Female,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),21.15,0.705,1419.4
2573-GYRUU,0,Male,1,1,0,48,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),91.05,3.0349999999999997,4370.75
2575-EAMDV,0,Female,0,0,0,35,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.25,3.308333333333333,3532.0
2575-GFSOE,1,Female,0,1,1,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,2.3,506.9
2576-HXMPA,0,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.55,0.6516666666666667,19.55
2577-GVSIL,0,Male,0,1,1,35,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),73.45,2.4483333333333333,2661.1
2578-JQPHZ,0,Male,0,0,0,44,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),100.1,3.3366666666666664,4378.35
2580-ASVVY,0,Female,0,1,0,37,0,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,0,Electronic check,45.4,1.5133333333333332,1593.1
2580-ATZSQ,0,Female,0,1,1,65,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),61.35,2.045,3874.1
2581-VKIRT,0,Female,0,1,1,59,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,65.5,2.183333333333333,3801.3
2582-FFFZR,0,Female,0,0,0,22,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,50.6,1.6866666666666668,1073.3
2585-KTFRE,0,Male,0,0,1,1,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),70.45,2.3483333333333336,70.45
2586-CWXVV,0,Male,0,1,0,54,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,30.4,1.0133333333333332,1621.35
2587-EKXTS,0,Male,0,0,0,44,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,111.5,3.716666666666667,4915.15
2587-YNLES,0,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,0.67,100.35
2589-AYCRP,0,Female,0,0,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.75,0.6583333333333333,989.05
2592-HODOV,0,Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,0.6433333333333333,259.65
2592-SEIFQ,1,Male,0,0,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,0.825,66.95
2592-YKDIF,0,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,0.6783333333333333,20.35
2595-KIWPV,0,Male,0,0,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,0.6566666666666666,509.3
2599-CIPQE,0,Male,0,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.3,3.643333333333333,7782.85
2599-CZABP,0,Male,0,1,0,14,1,No,DSL,No,No,No,No,No,No,One year,0,Electronic check,44.6,1.4866666666666668,641.25
2599-GTQWQ,0,Male,1,0,0,39,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.65,3.1883333333333335,3759.05
2603-HVKCG,0,Male,0,0,0,31,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,3.3800000000000003,3143.65
2604-IJPDU,0,Female,0,1,0,20,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.55,3.2183333333333333,1901.65
2604-XVDAM,0,Female,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),43.8,1.46,540.95
2606-PKWJB,0,Male,0,0,1,40,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,1.3416666666666666,1564.05
2606-RMDHZ,1,Male,0,0,0,6,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),30.5,1.0166666666666666,208.7
2607-DHDAK,0,Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,0.66,1414.65
2607-FBDFF,0,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),49.0,1.6333333333333333,49.0
2608-BHKFN,1,Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.05,2.335,266.9
2609-IAICY,1,Female,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,77.15,2.5716666666666668,77.15
2612-PHGOX,0,Male,0,1,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),76.1,2.5366666666666666,4818.8
2612-RANWT,1,Female,0,0,0,12,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.15,3.3383333333333334,1164.3
2612-RRIDN,1,Male,0,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,2.7,340.85
2615-YVMYX,0,Male,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,107.5,3.5833333333333335,7713.55
2616-FLVQC,0,Male,0,0,0,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,0.6516666666666667,1240.15
2616-UUTFK,0,Male,0,1,0,33,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),72.75,2.425,2447.45
2619-WFQWU,1,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,2.3383333333333334,70.15
2621-UDNLU,0,Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,0.6950000000000001,72.0
2623-DRYAM,0,Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,101.75,3.3916666666666666,7069.3
2625-TRCZQ,0,Female,0,1,0,51,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.65,1.655,2553.35
2626-URJFX,1,Male,0,1,1,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.9,1.6966666666666665,225.6
2626-VEEWG,0,Male,0,1,1,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.4,0.6466666666666666,1284.2
2632-IVXVF,0,Female,0,1,1,68,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),111.75,3.725,7511.3
2632-TACXW,0,Female,0,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.65,0.7883333333333333,1416.75
2632-UCGVD,1,Male,1,1,0,66,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,3.335,6871.9
2634-HCZGT,1,Male,1,1,0,53,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,1,Electronic check,60.05,2.0016666666666665,3229.65
2636-ALXXZ,1,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,2.32,69.6
2636-OHFMN,1,Male,0,1,0,4,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,48.55,1.6183333333333332,201.0
2636-SJDOU,0,Male,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),84.3,2.81,5289.05
2637-FKFSY,0,Female,0,1,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.1,1.5366666666666666,130.15
2639-UGMAZ,0,Male,1,0,0,71,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,56.45,1.8816666666666668,3985.35
2640-LYMOV,0,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,0.6549999999999999,38.8
2640-PMGFL,1,Male,0,0,1,27,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,79.5,2.65,2180.55
2642-DTVCO,1,Male,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.05,2.835,746.5
2642-MAWLJ,0,Female,0,1,1,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,0.675,717.95
2642-NQSNM,0,Female,0,0,0,8,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.25,1.8083333333333333,447.75
2645-QTLMB,1,Male,0,0,0,7,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,3.1416666666666666,669.0
2649-HWLYB,0,Male,0,1,0,65,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),76.15,2.5383333333333336,4929.55
2650-GYRYL,0,Male,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.45,0.6483333333333333,600.25
2651-ZCBXV,0,Male,0,0,0,54,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.0,3.6,5760.65
2654-VBVPB,0,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.9,0.6633333333333333,19.9
2656-FMOKZ,1,Female,1,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,2.481666666666667,1145.7
2656-TABEH,1,Male,0,1,0,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,3.3400000000000003,420.2
2657-ALMWY,1,Female,1,1,0,26,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,84.95,2.8316666666666666,2169.75
2657-VPXTA,0,Female,0,1,1,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.85,2.9616666666666664,929.45
2659-VXMWZ,1,Male,0,1,1,67,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,111.3,3.71,7482.1
2660-EMUBI,1,Male,1,0,0,10,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.35,3.1783333333333332,898.35
2661-GKBTK,0,Male,0,1,1,60,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),76.95,2.565,4543.95
2662-NNTDK,0,Male,0,0,0,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.8,0.8266666666666667,1600.95
2664-XJZNO,0,Male,0,1,1,72,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.9,3.496666666666667,7559.55
2665-NPTGL,0,Female,1,1,0,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,3.27,2510.7
2667-WYLWJ,1,Female,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.75,0.6583333333333333,145.0
2668-TZSPS,0,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,0.6816666666666666,20.45
2669-OIDSD,0,Female,0,1,0,48,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,3.335,4834.0
2669-QVCRG,0,Female,0,0,0,41,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),81.3,2.71,3190.65
